wahlkreis_id;partei;jahr;anzahl
12;Volt;2021;0
13;CDU;2021;26208
13;AfD;2021;24760
13;DIE LINKE;2021;14949
13;SPD;2021;50736
13;FDP;2021;10322
13;GRÜNE;2021;8163
13;Tierschutzpartei;2021;0
13;HEIMAT (2021: NPD);2021;0
13;Die PARTEI;2021;0
13;FREIE WÄHLER;2021;3531
13;MLPD;2021;0
13;ÖDP;2021;0
13;dieBasis;2021;2796
13;DKP;2021;0
13;Die Humanisten;2021;0
13;PIRATEN;2021;0
13;Team Todenhöfer;2021;0
13;Volt;2021;0
13;EB: Löwe 13;2021;2581
14;CDU;2021;27672
14;AfD;2021;19882
14;DIE LINKE;2021;29715
14;SPD;2021;43932
14;FDP;2021;12242
14;GRÜNE;2021;16556
14;Tierschutzpartei;2021;4476
14;HEIMAT (2021: NPD);2021;0
14;Die PARTEI;2021;0
14;FREIE WÄHLER;2021;2131
14;MLPD;2021;356
14;ÖDP;2021;0
14;dieBasis;2021;4744
14;DKP;2021;0
14;Die Humanisten;2021;0
14;PIRATEN;2021;1304
14;Team Todenhöfer;2021;0
14;Volt;2021;0
15;CDU;2021;33903
15;AfD;2021;33025
15;DIE LINKE;2021;22767
15;SPD;2021;40429
15;FDP;2021;11005
15;GRÜNE;2021;12199
15;Tierschutzpartei;2021;5083
15;HEIMAT (2021: NPD);2021;0
15;Die PARTEI;2021;1782
15;FREIE WÄHLER;2021;1835
15;MLPD;2021;226
15;ÖDP;2021;0
15;dieBasis;2021;2805
15;DKP;2021;0
15;Die Humanisten;2021;0
15;PIRATEN;2021;1094
15;Team Todenhöfer;2021;0
15;Volt;2021;0
16;CDU;2021;31182
16;AfD;2021;36597
16;DIE LINKE;2021;16202
16;SPD;2021;37392
16;FDP;2021;11165
16;GRÜNE;2021;6112
16;Tierschutzpartei;2021;4765
16;HEIMAT (2021: NPD);2021;0
16;Die PARTEI;2021;0
16;FREIE WÄHLER;2021;2468
16;MLPD;2021;0
16;ÖDP;2021;0
16;dieBasis;2021;3257
16;DKP;2021;0
16;Die Humanisten;2021;0
16;PIRATEN;2021;0
16;Team Todenhöfer;2021;0
16;Volt;2021;0
16;EB: Krüger 16;2021;509
16;UNABHÄNGIGE;2021;1019
17;CDU;2021;29950
17;AfD;2021;30320
17;DIE LINKE;2021;14494
17;SPD;2021;43730
17;FDP;2021;9825
17;GRÜNE;2021;7573
17;Tierschutzpartei;2021;0
17;HEIMAT (2021: NPD);2021;0
17;Die PARTEI;2021;0
17;FREIE WÄHLER;2021;4264
17;MLPD;2021;445
17;ÖDP;2021;0
17;dieBasis;2021;0
17;DKP;2021;0
17;Die Humanisten;2021;0
17;PIRATEN;2021;0
17;Team Todenhöfer;2021;0
17;Volt;2021;0
18;CDU;2021;23231
18;SPD;2021;59229
18;GRÜNE;2021;46326
18;DIE LINKE;2021;16195
18;FDP;2021;14424
18;AfD;2021;8664
18;Die PARTEI;2021;4251
18;Tierschutzpartei;2021;0
18;FREIE WÄHLER;2021;1340
18;ÖDP;2021;704
18;V-Partei³;2021;0
18;HEIMAT (2021: NPD);2021;136
18;MLPD;2021;194
18;DKP;2021;0
18;dieBasis;2021;2940
18;BÜNDNIS21;2021;0
18;du.;2021;0
18;Wir Bürger (2021: LKR);2021;0
18;Die Humanisten;2021;0
18;PIRATEN;2021;0
18;Team Todenhöfer;2021;0
18;Volt;2021;0
18;EB: Janoske-Kizildag 18;2021;564
19;CDU;2021;25441
19;SPD;2021;43427
19;GRÜNE;2021;45063
19;DIE LINKE;2021;14716
19;FDP;2021;12380
19;AfD;2021;5191
19;Die PARTEI;2021;0
19;Tierschutzpartei;2021;0
19;FREIE WÄHLER;2021;756
19;ÖDP;2021;571
19;V-Partei³;2021;0
19;HEIMAT (2021: NPD);2021;0
19;MLPD;2021;209
19;DKP;2021;0
19;dieBasis;2021;2619
19;BÜNDNIS21;2021;0
19;du.;2021;0
19;Wir Bürger (2021: LKR);2021;0
19;Die Humanisten;2021;0
19;PIRATEN;2021;1351
19;Team Todenhöfer;2021;0
19;Volt;2021;0
19;ÖLDP;2021;159
20;CDU;2021;27462
20;SPD;2021;47375
20;GRÜNE;2021;47734
20;DIE LINKE;2021;11351
20;FDP;2021;12957
20;AfD;2021;5450
20;Die PARTEI;2021;2334
20;Tierschutzpartei;2021;0
20;FREIE WÄHLER;2021;998
20;ÖDP;2021;450
20;V-Partei³;2021;0
20;HEIMAT (2021: NPD);2021;0
20;MLPD;2021;137
20;DKP;2021;0
20;dieBasis;2021;2400
20;BÜNDNIS21;2021;0
20;du.;2021;0
20;Wir Bürger (2021: LKR);2021;0
20;Die Humanisten;2021;0
20;PIRATEN;2021;0
20;Team Todenhöfer;2021;0
20;Volt;2021;1391
21;CDU;2021;43870
21;SPD;2021;56594
21;GRÜNE;2021;47375
21;DIE LINKE;2021;9095
21;FDP;2021;15786
21;AfD;2021;6259
21;Die PARTEI;2021;0
21;Tierschutzpartei;2021;0
21;FREIE WÄHLER;2021;1540
21;ÖDP;2021;0
21;V-Partei³;2021;0
21;HEIMAT (2021: NPD);2021;93
21;MLPD;2021;174
21;DKP;2021;0
21;dieBasis;2021;3258
21;BÜNDNIS21;2021;0
21;du.;2021;0
21;Wir Bürger (2021: LKR);2021;179
21;Die Humanisten;2021;0
21;PIRATEN;2021;0
21;Team Todenhöfer;2021;0
21;Volt;2021;0
22;CDU;2021;33085
22;SPD;2021;66616
22;GRÜNE;2021;26599
22;DIE LINKE;2021;10629
22;FDP;2021;15755
22;AfD;2021;11490
22;Die PARTEI;2021;0
22;Tierschutzpartei;2021;0
22;FREIE WÄHLER;2021;0
22;ÖDP;2021;880
22;V-Partei³;2021;0
22;HEIMAT (2021: NPD);2021;209
22;MLPD;2021;117
22;DKP;2021;0
22;dieBasis;2021;3054
22;BÜNDNIS21;2021;0
22;du.;2021;0
22;Wir Bürger (2021: LKR);2021;0
22;Die Humanisten;2021;0
22;PIRATEN;2021;2068
22;Team Todenhöfer;2021;0
22;Volt;2021;1834
23;CDU;2021;26483
23;SPD;2021;61590
23;GRÜNE;2021;24231
23;DIE LINKE;2021;10521
23;FDP;2021;13301
23;AfD;2021;12774
23;Die PARTEI;2021;0
23;Tierschutzpartei;2021;0
23;FREIE WÄHLER;2021;2109
23;ÖDP;2021;1061
23;V-Partei³;2021;0
23;HEIMAT (2021: NPD);2021;205
23;MLPD;2021;131
23;DKP;2021;0
23;dieBasis;2021;2988
23;BÜNDNIS21;2021;0
23;du.;2021;0
23;Wir Bürger (2021: LKR);2021;0
23;Die Humanisten;2021;0
23;PIRATEN;2021;0
23;Team Todenhöfer;2021;0
23;Volt;2021;1251
24;CDU;2021;24019
24;SPD;2021;71596
24;FDP;2021;11798
24;AfD;2021;0
24;GRÜNE;2021;12652
24;DIE LINKE;2021;4861
24;Die PARTEI;2021;0
24;Tierschutzpartei;2021;4162
24;FREIE WÄHLER;2021;4205
24;PIRATEN;2021;0
24;HEIMAT (2021: NPD);2021;0
24;V-Partei³;2021;0
24;ÖDP;2021;0
24;MLPD;2021;0
24;DKP;2021;0
24;dieBasis;2021;2156
24;du.;2021;0
24;Wir Bürger (2021: LKR);2021;0
24;Die Humanisten;2021;0
24;Team Todenhöfer;2021;0
24;Volt;2021;0
24;EB: Lenz 24;2021;112
25;CDU;2021;77143
25;SPD;2021;49440
25;FDP;2021;10763
25;AfD;2021;13584
25;GRÜNE;2021;16434
25;DIE LINKE;2021;4358
25;Die PARTEI;2021;0
25;Tierschutzpartei;2021;0
25;FREIE WÄHLER;2021;0
25;PIRATEN;2021;0
25;HEIMAT (2021: NPD);2021;0
25;V-Partei³;2021;0
25;ÖDP;2021;0
25;MLPD;2021;0
25;DKP;2021;0
25;dieBasis;2021;1866
25;du.;2021;0
25;Wir Bürger (2021: LKR);2021;0
25;Die Humanisten;2021;0
25;Team Todenhöfer;2021;0
25;Volt;2021;0
25;EB: Balzer 25;2021;159
26;CDU;2021;29286
26;SPD;2021;60392
26;FDP;2021;9502
26;AfD;2021;10227
26;GRÜNE;2021;13504
26;DIE LINKE;2021;3460
26;Die PARTEI;2021;2651
26;Tierschutzpartei;2021;0
26;FREIE WÄHLER;2021;2611
26;PIRATEN;2021;0
26;HEIMAT (2021: NPD);2021;0
26;V-Partei³;2021;0
26;ÖDP;2021;0
26;MLPD;2021;68
26;DKP;2021;0
26;dieBasis;2021;1275
26;du.;2021;0
26;Wir Bürger (2021: LKR);2021;0
26;Die Humanisten;2021;0
26;Team Todenhöfer;2021;0
26;Volt;2021;0
27;CDU;2021;34294
27;SPD;2021;65757
27;FDP;2021;12859
27;AfD;2021;8572
27;GRÜNE;2021;35119
27;DIE LINKE;2021;10183
27;Die PARTEI;2021;0
27;Tierschutzpartei;2021;0
27;FREIE WÄHLER;2021;1416
27;PIRATEN;2021;1524
27;HEIMAT (2021: NPD);2021;0
27;V-Partei³;2021;0
27;ÖDP;2021;471
27;MLPD;2021;89
27;DKP;2021;0
27;dieBasis;2021;1907
27;du.;2021;0
27;Wir Bürger (2021: LKR);2021;137
27;Die Humanisten;2021;0
27;Team Todenhöfer;2021;0
27;Volt;2021;0
28;CDU;2021;40410
28;SPD;2021;59377
28;FDP;2021;17278
28;AfD;2021;11999
28;GRÜNE;2021;21202
28;DIE LINKE;2021;4931
28;Die PARTEI;2021;2600
28;Tierschutzpartei;2021;0
28;FREIE WÄHLER;2021;2165
28;PIRATEN;2021;0
28;HEIMAT (2021: NPD);2021;0
28;V-Partei³;2021;0
28;ÖDP;2021;0
28;MLPD;2021;0
28;DKP;2021;0
28;dieBasis;2021;1905
28;du.;2021;0
28;Wir Bürger (2021: LKR);2021;105
28;Die Humanisten;2021;0
28;Team Todenhöfer;2021;0
28;Volt;2021;0
29;CDU;2021;42085
29;SPD;2021;51417
29;FDP;2021;9622
29;AfD;2021;10227
29;GRÜNE;2021;15389
29;DIE LINKE;2021;2694
29;Die PARTEI;2021;1766
29;Tierschutzpartei;2021;2954
29;FREIE WÄHLER;2021;2102
29;PIRATEN;2021;0
29;HEIMAT (2021: NPD);2021;0
29;V-Partei³;2021;0
29;ÖDP;2021;0
29;MLPD;2021;0
29;DKP;2021;0
29;dieBasis;2021;1416
29;du.;2021;0
29;Wir Bürger (2021: LKR);2021;0
29;Die Humanisten;2021;0
29;Team Todenhöfer;2021;0
29;Volt;2021;0
30;CDU;2021;52069
30;SPD;2021;47763
30;FDP;2021;12019
30;AfD;2021;10735
30;GRÜNE;2021;19923
30;DIE LINKE;2021;4340
30;Die PARTEI;2021;0
30;Tierschutzpartei;2021;0
30;FREIE WÄHLER;2021;0
30;PIRATEN;2021;1755
30;HEIMAT (2021: NPD);2021;0
30;V-Partei³;2021;0
30;ÖDP;2021;0
30;MLPD;2021;0
30;DKP;2021;0
30;dieBasis;2021;2029
30;du.;2021;0
30;Wir Bürger (2021: LKR);2021;0
30;Die Humanisten;2021;0
30;Team Todenhöfer;2021;0
30;Volt;2021;0
31;CDU;2021;72523
31;SPD;2021;52309
31;FDP;2021;17466
31;AfD;2021;8993
31;GRÜNE;2021;22562
31;DIE LINKE;2021;3996
31;Die PARTEI;2021;0
31;Tierschutzpartei;2021;0
31;FREIE WÄHLER;2021;0
31;PIRATEN;2021;0
31;HEIMAT (2021: NPD);2021;0
31;V-Partei³;2021;0
31;ÖDP;2021;0
31;MLPD;2021;0
31;DKP;2021;0
31;dieBasis;2021;1364
31;du.;2021;0
31;Wir Bürger (2021: LKR);2021;0
31;Die Humanisten;2021;0
31;Team Todenhöfer;2021;0
31;Volt;2021;0
32;CDU;2021;80134
32;SPD;2021;33825
32;FDP;2021;14397
32;AfD;2021;12674
32;GRÜNE;2021;17366
32;DIE LINKE;2021;3542
32;Die PARTEI;2021;0
32;Tierschutzpartei;2021;0
32;FREIE WÄHLER;2021;0
32;PIRATEN;2021;0
32;HEIMAT (2021: NPD);2021;0
32;V-Partei³;2021;0
32;ÖDP;2021;0
32;MLPD;2021;0
32;DKP;2021;0
32;dieBasis;2021;1248
32;du.;2021;0
32;Wir Bürger (2021: LKR);2021;0
32;Die Humanisten;2021;0
32;Team Todenhöfer;2021;0
32;Volt;2021;0
33;CDU;2021;49116
33;SPD;2021;46455
33;FDP;2021;13671
33;AfD;2021;9683
33;GRÜNE;2021;19702
33;DIE LINKE;2021;4029
33;Die PARTEI;2021;0
33;Tierschutzpartei;2021;0
33;FREIE WÄHLER;2021;0
33;PIRATEN;2021;0
33;HEIMAT (2021: NPD);2021;0
33;V-Partei³;2021;0
33;ÖDP;2021;0
33;MLPD;2021;0
33;DKP;2021;0
33;dieBasis;2021;2111
33;du.;2021;0
33;Wir Bürger (2021: LKR);2021;0
33;Die Humanisten;2021;0
33;Team Todenhöfer;2021;0
33;Volt;2021;0
33;EB: Gums 33;2021;727
34;CDU;2021;50274
34;SPD;2021;48574
34;FDP;2021;13764
34;AfD;2021;0
34;GRÜNE;2021;21933
34;DIE LINKE;2021;6375
34;Die PARTEI;2021;0
34;Tierschutzpartei;2021;0
34;FREIE WÄHLER;2021;4578
34;PIRATEN;2021;0
34;HEIMAT (2021: NPD);2021;0
34;V-Partei³;2021;0
34;ÖDP;2021;0
34;MLPD;2021;0
34;DKP;2021;0
34;dieBasis;2021;3883
34;du.;2021;0
34;Wir Bürger (2021: LKR);2021;0
34;Die Humanisten;2021;0
34;Team Todenhöfer;2021;0
34;Volt;2021;0
35;CDU;2021;32720
35;SPD;2021;59131
35;FDP;2021;7354
35;AfD;2021;9182
35;GRÜNE;2021;10035
35;DIE LINKE;2021;3010
35;Die PARTEI;2021;0
35;Tierschutzpartei;2021;0
35;FREIE WÄHLER;2021;2734
35;PIRATEN;2021;0
35;HEIMAT (2021: NPD);2021;0
35;V-Partei³;2021;0
35;ÖDP;2021;0
35;MLPD;2021;0
35;DKP;2021;0
35;dieBasis;2021;0
35;du.;2021;0
35;Wir Bürger (2021: LKR);2021;0
35;Die Humanisten;2021;0
35;Team Todenhöfer;2021;0
35;Volt;2021;0
36;CDU;2021;46711
36;SPD;2021;49773
36;FDP;2021;14395
36;AfD;2021;11007
36;GRÜNE;2021;24120
36;DIE LINKE;2021;4230
36;Die PARTEI;2021;0
36;Tierschutzpartei;2021;3561
36;FREIE WÄHLER;2021;3515
36;PIRATEN;2021;0
36;HEIMAT (2021: NPD);2021;0
36;V-Partei³;2021;0
36;ÖDP;2021;0
36;MLPD;2021;0
36;DKP;2021;0
36;dieBasis;2021;2850
36;du.;2021;0
36;Wir Bürger (2021: LKR);2021;351
36;Die Humanisten;2021;0
36;Team Todenhöfer;2021;0
36;Volt;2021;0
37;CDU;2021;34287
37;SPD;2021;38784
37;FDP;2021;9513
37;AfD;2021;8603
37;GRÜNE;2021;34606
37;DIE LINKE;2021;5378
37;Die PARTEI;2021;2187
37;Tierschutzpartei;2021;0
37;FREIE WÄHLER;2021;1561
37;PIRATEN;2021;0
37;HEIMAT (2021: NPD);2021;0
37;V-Partei³;2021;0
37;ÖDP;2021;0
37;MLPD;2021;0
37;DKP;2021;0
37;dieBasis;2021;2542
37;du.;2021;0
37;Wir Bürger (2021: LKR);2021;105
37;Die Humanisten;2021;0
37;Team Todenhöfer;2021;0
37;Volt;2021;0
37;EB: Großkopf 37;2021;71
38;CDU;2021;54535
38;SPD;2021;44709
38;FDP;2021;13006
38;AfD;2021;9418
38;GRÜNE;2021;22011
38;DIE LINKE;2021;3596
38;Die PARTEI;2021;0
38;Tierschutzpartei;2021;0
38;FREIE WÄHLER;2021;1262
38;PIRATEN;2021;0
38;HEIMAT (2021: NPD);2021;0
38;V-Partei³;2021;0
38;ÖDP;2021;0
38;MLPD;2021;0
38;DKP;2021;0
38;dieBasis;2021;2049
38;du.;2021;0
38;Wir Bürger (2021: LKR);2021;0
38;Die Humanisten;2021;0
38;Team Todenhöfer;2021;0
38;Volt;2021;0
39;CDU;2021;43316
39;SPD;2021;44876
39;FDP;2021;10090
39;AfD;2021;6695
39;GRÜNE;2021;34140
39;DIE LINKE;2021;6977
39;Die PARTEI;2021;0
39;Tierschutzpartei;2021;0
39;FREIE WÄHLER;2021;0
39;PIRATEN;2021;0
39;HEIMAT (2021: NPD);2021;0
39;V-Partei³;2021;0
39;ÖDP;2021;0
39;MLPD;2021;0
39;DKP;2021;194
39;dieBasis;2021;1918
39;du.;2021;0
39;Wir Bürger (2021: LKR);2021;0
39;Die Humanisten;2021;0
39;Team Todenhöfer;2021;0
39;Volt;2021;0
40;CDU;2021;43817
40;SPD;2021;50017
40;FDP;2021;8804
40;AfD;2021;11695
40;GRÜNE;2021;18094
40;DIE LINKE;2021;3070
40;Die PARTEI;2021;0
40;Tierschutzpartei;2021;2800
40;FREIE WÄHLER;2021;1746
40;PIRATEN;2021;0
40;HEIMAT (2021: NPD);2021;0
40;V-Partei³;2021;0
40;ÖDP;2021;0
40;MLPD;2021;0
40;DKP;2021;0
40;dieBasis;2021;1382
40;du.;2021;0
40;Wir Bürger (2021: LKR);2021;0
40;Die Humanisten;2021;0
40;Team Todenhöfer;2021;0
40;Volt;2021;0
40;EB: Weich 40;2021;222
41;CDU;2021;27303
41;SPD;2021;44538
41;FDP;2021;9550
41;AfD;2021;7549
41;GRÜNE;2021;27851
41;DIE LINKE;2021;4662
41;Die PARTEI;2021;1586
41;Tierschutzpartei;2021;1528
41;FREIE WÄHLER;2021;847
41;PIRATEN;2021;746
41;HEIMAT (2021: NPD);2021;0
41;V-Partei³;2021;0
41;ÖDP;2021;138
41;MLPD;2021;114
41;DKP;2021;0
41;dieBasis;2021;1265
41;du.;2021;0
41;Wir Bürger (2021: LKR);2021;0
41;Die Humanisten;2021;0
41;Team Todenhöfer;2021;0
41;Volt;2021;0
42;CDU;2021;26196
42;SPD;2021;46929
42;FDP;2021;9538
42;AfD;2021;6476
42;GRÜNE;2021;37779
42;DIE LINKE;2021;7390
42;Die PARTEI;2021;2428
42;Tierschutzpartei;2021;1937
42;FREIE WÄHLER;2021;875
42;PIRATEN;2021;979
42;HEIMAT (2021: NPD);2021;0
42;V-Partei³;2021;0
42;ÖDP;2021;0
42;MLPD;2021;146
42;DKP;2021;0
42;dieBasis;2021;1568
42;du.;2021;0
42;Wir Bürger (2021: LKR);2021;0
42;Die Humanisten;2021;287
42;Team Todenhöfer;2021;0
42;Volt;2021;0
43;CDU;2021;55185
43;SPD;2021;58297
43;FDP;2021;12557
43;AfD;2021;12942
43;GRÜNE;2021;22490
43;DIE LINKE;2021;3981
43;Die PARTEI;2021;1662
43;Tierschutzpartei;2021;3080
43;FREIE WÄHLER;2021;0
43;PIRATEN;2021;988
43;HEIMAT (2021: NPD);2021;0
43;V-Partei³;2021;0
43;ÖDP;2021;0
43;MLPD;2021;0
43;DKP;2021;0
43;dieBasis;2021;1727
43;du.;2021;0
43;Wir Bürger (2021: LKR);2021;142
43;Die Humanisten;2021;0
43;Team Todenhöfer;2021;0
43;Volt;2021;0
43;EB: Kober 43;2021;66
44;CDU;2021;51504
44;SPD;2021;50635
44;FDP;2021;13412
44;AfD;2021;14498
44;GRÜNE;2021;18773
44;DIE LINKE;2021;4357
44;Die PARTEI;2021;0
44;Tierschutzpartei;2021;0
44;FREIE WÄHLER;2021;3399
44;PIRATEN;2021;0
44;HEIMAT (2021: NPD);2021;0
44;V-Partei³;2021;0
44;ÖDP;2021;0
44;MLPD;2021;0
44;DKP;2021;0
44;dieBasis;2021;0
44;du.;2021;0
44;Wir Bürger (2021: LKR);2021;0
44;Die Humanisten;2021;0
44;Team Todenhöfer;2021;0
44;Volt;2021;0
44;EB: Schlüter 44;2021;56
45;CDU;2021;40279
45;SPD;2021;72113
45;FDP;2021;10738
45;AfD;2021;15346
45;GRÜNE;2021;15762
45;DIE LINKE;2021;3619
45;Die PARTEI;2021;0
45;Tierschutzpartei;2021;2820
45;FREIE WÄHLER;2021;2084
45;PIRATEN;2021;0
45;HEIMAT (2021: NPD);2021;0
45;V-Partei³;2021;0
45;ÖDP;2021;0
45;MLPD;2021;0
45;DKP;2021;0
45;dieBasis;2021;2016
45;du.;2021;0
45;Wir Bürger (2021: LKR);2021;120
45;Die Humanisten;2021;0
45;Team Todenhöfer;2021;0
45;Volt;2021;0
45;EB: Neumann 45;2021;103
45;EB: Kunick 45;2021;24
46;CDU;2021;33575
46;SPD;2021;56893
46;FDP;2021;9102
46;AfD;2021;11208
46;GRÜNE;2021;13259
46;DIE LINKE;2021;3676
46;Die PARTEI;2021;0
46;Tierschutzpartei;2021;0
46;FREIE WÄHLER;2021;1979
46;PIRATEN;2021;0
46;HEIMAT (2021: NPD);2021;0
