kurzbezeichnung;wahlkreis_id;jahr;anzahl
FDP;19;2017;12482
AfD;19;2017;7425
NPD;19;2017;0
Die PARTEI;19;2017;3471
FREIE WÄHLER;19;2017;490
ÖDP;19;2017;0
MLPD;19;2017;256
BGE;19;2017;0
DiB;19;2017;0
DKP;19;2017;0
Tierschutzpartei;19;2017;0
V-Partei³;19;2017;0
EB: Vollmer;19;2017;156
EB: Hofer;19;2017;286
EB: Bultheel;19;2017;320
PIRATEN;19;2017;0
SPD;20;2017;48920
CDU;20;2017;44416
GRÜNE;20;2017;23220
DIE LINKE;20;2017;16123
FDP;20;2017;10537
AfD;20;2017;8777
NPD;20;2017;0
Die PARTEI;20;2017;0
FREIE WÄHLER;20;2017;0
ÖDP;20;2017;983
MLPD;20;2017;297
BGE;20;2017;0
DiB;20;2017;0
DKP;20;2017;0
Tierschutzpartei;20;2017;0
V-Partei³;20;2017;0
EB: Scheffler;20;2017;1457
PIRATEN;20;2017;0
SPD;21;2017;54695
CDU;21;2017;59441
GRÜNE;21;2017;24065
DIE LINKE;21;2017;13277
FDP;21;2017;14911
AfD;21;2017;9701
NPD;21;2017;0
Die PARTEI;21;2017;0
FREIE WÄHLER;21;2017;1273
ÖDP;21;2017;0
MLPD;21;2017;0
BGE;21;2017;0
DiB;21;2017;0
DKP;21;2017;0
Tierschutzpartei;21;2017;0
V-Partei³;21;2017;0
PIRATEN;21;2017;0
SPD;22;2017;59086
CDU;22;2017;50822
GRÜNE;22;2017;12112
DIE LINKE;22;2017;15673
FDP;22;2017;12007
AfD;22;2017;16208
NPD;22;2017;399
Die PARTEI;22;2017;3026
FREIE WÄHLER;22;2017;1534
ÖDP;22;2017;0
MLPD;22;2017;0
BGE;22;2017;0
DiB;22;2017;0
DKP;22;2017;0
Tierschutzpartei;22;2017;0
V-Partei³;22;2017;0
PIRATEN;22;2017;0
SPD;23;2017;53446
CDU;23;2017;43274
GRÜNE;23;2017;11903
DIE LINKE;23;2017;16382
FDP;23;2017;8039
AfD;23;2017;16688
NPD;23;2017;530
Die PARTEI;23;2017;0
FREIE WÄHLER;23;2017;1091
ÖDP;23;2017;1296
MLPD;23;2017;253
BGE;23;2017;0
DiB;23;2017;0
DKP;23;2017;0
Tierschutzpartei;23;2017;0
V-Partei³;23;2017;0
EB: Scharnweber;23;2017;345
EB: Giebel;23;2017;521
PIRATEN;23;2017;0
CDU;24;2017;38531
SPD;24;2017;69231
GRÜNE;24;2017;9787
DIE LINKE;24;2017;9403
FDP;24;2017;6882
AfD;24;2017;0
PIRATEN;24;2017;2304
NPD;24;2017;0
Tierschutzpartei;24;2017;0
FREIE WÄHLER;24;2017;3326
MLPD;24;2017;0
BGE;24;2017;0
DiB;24;2017;0
DKP;24;2017;0
DM;24;2017;0
ÖDP;24;2017;0
Die PARTEI;24;2017;0
V-Partei³;24;2017;0
EB: von Pentz;24;2017;120
CDU;25;2017;87406
SPD;25;2017;48959
GRÜNE;25;2017;8255
DIE LINKE;25;2017;7726
FDP;25;2017;7758
AfD;25;2017;13387
PIRATEN;25;2017;0
NPD;25;2017;0
Tierschutzpartei;25;2017;0
FREIE WÄHLER;25;2017;0
MLPD;25;2017;0
BGE;25;2017;0
DiB;25;2017;0
DKP;25;2017;0
DM;25;2017;0
ÖDP;25;2017;0
Die PARTEI;25;2017;1298
V-Partei³;25;2017;0
CDU;26;2017;44537
SPD;26;2017;54504
GRÜNE;26;2017;7542
DIE LINKE;26;2017;8127
FDP;26;2017;8074
AfD;26;2017;11392
PIRATEN;26;2017;0
NPD;26;2017;0
Tierschutzpartei;26;2017;0
FREIE WÄHLER;26;2017;1236
MLPD;26;2017;182
BGE;26;2017;0
DiB;26;2017;0
DKP;26;2017;0
DM;26;2017;0
ÖDP;26;2017;0
Die PARTEI;26;2017;1749
V-Partei³;26;2017;0
CDU;27;2017;52598
SPD;27;2017;63235
GRÜNE;27;2017;19827
DIE LINKE;27;2017;14081
FDP;27;2017;10635
AfD;27;2017;11592
PIRATEN;27;2017;0
NPD;27;2017;0
Tierschutzpartei;27;2017;0
FREIE WÄHLER;27;2017;1393
MLPD;27;2017;0
BGE;27;2017;0
DiB;27;2017;0
DKP;27;2017;0
DM;27;2017;0
ÖDP;27;2017;809
Die PARTEI;27;2017;0
V-Partei³;27;2017;0
CDU;28;2017;57390
SPD;28;2017;55326
GRÜNE;28;2017;12933
DIE LINKE;28;2017;10262
FDP;28;2017;15208
AfD;28;2017;15122
PIRATEN;28;2017;0
NPD;28;2017;0
Tierschutzpartei;28;2017;0
FREIE WÄHLER;28;2017;1987
MLPD;28;2017;0
BGE;28;2017;0
DiB;28;2017;0
DKP;28;2017;0
DM;28;2017;0
ÖDP;28;2017;0
Die PARTEI;28;2017;0
V-Partei³;28;2017;0
CDU;29;2017;59930
SPD;29;2017;43077
GRÜNE;29;2017;8491
DIE LINKE;29;2017;8121
FDP;29;2017;6984
AfD;29;2017;11862
PIRATEN;29;2017;0
NPD;29;2017;0
Tierschutzpartei;29;2017;0
FREIE WÄHLER;29;2017;1828
MLPD;29;2017;0
BGE;29;2017;0
DiB;29;2017;0
DKP;29;2017;0
DM;29;2017;0
ÖDP;29;2017;0
Die PARTEI;29;2017;0
V-Partei³;29;2017;0
CDU;30;2017;67463
SPD;30;2017;42829
GRÜNE;30;2017;10613
DIE LINKE;30;2017;7994
FDP;30;2017;8797
AfD;30;2017;12590
PIRATEN;30;2017;1334
NPD;30;2017;0
Tierschutzpartei;30;2017;0
FREIE WÄHLER;30;2017;0
MLPD;30;2017;0
BGE;30;2017;0
DiB;30;2017;0
DKP;30;2017;0
DM;30;2017;0
ÖDP;30;2017;0
Die PARTEI;30;2017;0
V-Partei³;30;2017;0
EB: Knoop;30;2017;232
CDU;31;2017;95815
SPD;31;2017;47107
GRÜNE;31;2017;8900
DIE LINKE;31;2017;6813
FDP;31;2017;10089
AfD;31;2017;8949
PIRATEN;31;2017;0
NPD;31;2017;0
Tierschutzpartei;31;2017;0
FREIE WÄHLER;31;2017;0
MLPD;31;2017;0
BGE;31;2017;0
DiB;31;2017;0
DKP;31;2017;0
DM;31;2017;0
ÖDP;31;2017;0
Die PARTEI;31;2017;951
V-Partei³;31;2017;0
CDU;32;2017;93545
SPD;32;2017;32997
GRÜNE;32;2017;7034
DIE LINKE;32;2017;6640
FDP;32;2017;8306
AfD;32;2017;12683
PIRATEN;32;2017;0
NPD;32;2017;0
Tierschutzpartei;32;2017;0
FREIE WÄHLER;32;2017;914
MLPD;32;2017;0
BGE;32;2017;0
DiB;32;2017;0
DKP;32;2017;0
DM;32;2017;0
ÖDP;32;2017;0
Die PARTEI;32;2017;0
V-Partei³;32;2017;0
FAMILIE;32;2017;0
CDU;33;2017;65465
SPD;33;2017;40102
GRÜNE;33;2017;11252
DIE LINKE;33;2017;7759
FDP;33;2017;10285
AfD;33;2017;11955
PIRATEN;33;2017;0
NPD;33;2017;0
Tierschutzpartei;33;2017;0
FREIE WÄHLER;33;2017;0
MLPD;33;2017;0
BGE;33;2017;0
DiB;33;2017;0
DKP;33;2017;0
DM;33;2017;0
ÖDP;33;2017;0
Die PARTEI;33;2017;0
V-Partei³;33;2017;0
CDU;34;2017;59560
SPD;34;2017;48505
GRÜNE;34;2017;10146
DIE LINKE;34;2017;10714
FDP;34;2017;8273
AfD;34;2017;12995
PIRATEN;34;2017;0
NPD;34;2017;0
Tierschutzpartei;34;2017;0
FREIE WÄHLER;34;2017;1072
MLPD;34;2017;0
BGE;34;2017;0
DiB;34;2017;0
DKP;34;2017;0
DM;34;2017;0
ÖDP;34;2017;0
Die PARTEI;34;2017;0
V-Partei³;34;2017;0
EB: Hirsch-Sternberg;34;2017;503
CDU;35;2017;45510
SPD;35;2017;51938
GRÜNE;35;2017;6053
DIE LINKE;35;2017;5219
FDP;35;2017;5659
AfD;35;2017;10331
PIRATEN;35;2017;0
NPD;35;2017;0
Tierschutzpartei;35;2017;0
FREIE WÄHLER;35;2017;1387
MLPD;35;2017;0
BGE;35;2017;0
DiB;35;2017;0
DKP;35;2017;0
DM;35;2017;0
ÖDP;35;2017;0
Die PARTEI;35;2017;0
V-Partei³;35;2017;0
CDU;36;2017;65223
SPD;36;2017;44017
GRÜNE;36;2017;14565
DIE LINKE;36;2017;8638
FDP;36;2017;10458
AfD;36;2017;14826
PIRATEN;36;2017;0
NPD;36;2017;0
Tierschutzpartei;36;2017;0
FREIE WÄHLER;36;2017;2785
MLPD;36;2017;0
BGE;36;2017;0
DiB;36;2017;0
DKP;36;2017;0
DM;36;2017;0
ÖDP;36;2017;0
Die PARTEI;36;2017;0
V-Partei³;36;2017;0
CDU;37;2017;46740
SPD;37;2017;39169
GRÜNE;37;2017;20604
DIE LINKE;37;2017;11729
FDP;37;2017;9245
AfD;37;2017;12131
PIRATEN;37;2017;0
NPD;37;2017;0
Tierschutzpartei;37;2017;0
FREIE WÄHLER;37;2017;0
MLPD;37;2017;0
BGE;37;2017;0
DiB;37;2017;0
DKP;37;2017;0
DM;37;2017;0
ÖDP;37;2017;0
Die PARTEI;37;2017;0
V-Partei³;37;2017;0
CDU;38;2017;68379
SPD;38;2017;42438
GRÜNE;38;2017;11613
DIE LINKE;38;2017;7908
FDP;38;2017;9576
AfD;38;2017;9934
PIRATEN;38;2017;0
NPD;38;2017;0
Tierschutzpartei;38;2017;0
FREIE WÄHLER;38;2017;0
MLPD;38;2017;0
BGE;38;2017;0
DiB;38;2017;0
DKP;38;2017;0
DM;38;2017;0
ÖDP;38;2017;0
Die PARTEI;38;2017;0
V-Partei³;38;2017;0
Bündnis C;38;2017;228
CDU;39;2017;60185
SPD;39;2017;47279
GRÜNE;39;2017;15108
DIE LINKE;39;2017;12521
FDP;39;2017;13353
AfD;39;2017;0
PIRATEN;39;2017;0
NPD;39;2017;0
Tierschutzpartei;39;2017;0
FREIE WÄHLER;39;2017;0
MLPD;39;2017;0
BGE;39;2017;0
DiB;39;2017;0
DKP;39;2017;962
DM;39;2017;0
ÖDP;39;2017;0
Die PARTEI;39;2017;0
V-Partei³;39;2017;0
CDU;40;2017;59128
SPD;40;2017;47615
GRÜNE;40;2017;11206
DIE LINKE;40;2017;6530
FDP;40;2017;6539
AfD;40;2017;13292
PIRATEN;40;2017;1167
NPD;40;2017;0
Tierschutzpartei;40;2017;0
FREIE WÄHLER;40;2017;0
MLPD;40;2017;0
BGE;40;2017;0
DiB;40;2017;0
DKP;40;2017;0
DM;40;2017;0
ÖDP;40;2017;0
Die PARTEI;40;2017;0
V-Partei³;40;2017;0
CDU;41;2017;39487
SPD;41;2017;47549
GRÜNE;41;2017;12102
DIE LINKE;41;2017;9579
FDP;41;2017;8734
AfD;41;2017;11364
PIRATEN;41;2017;1231
NPD;41;2017;0
Tierschutzpartei;41;2017;0
FREIE WÄHLER;41;2017;668
MLPD;41;2017;163
BGE;41;2017;0
DiB;41;2017;0
DKP;41;2017;137
DM;41;2017;0
ÖDP;41;2017;0
Die PARTEI;41;2017;2401
V-Partei³;41;2017;0
CDU;42;2017;42713
SPD;42;2017;49744
GRÜNE;42;2017;16486
DIE LINKE;42;2017;13775
FDP;42;2017;8165
AfD;42;2017;10590
PIRATEN;42;2017;1516
NPD;42;2017;0
Tierschutzpartei;42;2017;0
FREIE WÄHLER;42;2017;0
MLPD;42;2017;235
BGE;42;2017;0
DiB;42;2017;0
DKP;42;2017;232
DM;42;2017;0
ÖDP;42;2017;0
Die PARTEI;42;2017;4168
V-Partei³;42;2017;0
CDU;43;2017;72282
SPD;43;2017;59552
GRÜNE;43;2017;10725
DIE LINKE;43;2017;8958
FDP;43;2017;9325
AfD;43;2017;17217
PIRATEN;43;2017;0
NPD;43;2017;0
Tierschutzpartei;43;2017;0
FREIE WÄHLER;43;2017;2037
MLPD;43;2017;0
BGE;43;2017;0
DiB;43;2017;0
DKP;43;2017;0
DM;43;2017;0
ÖDP;43;2017;0
Die PARTEI;43;2017;0
V-Partei³;43;2017;0
CDU;44;2017;68655
SPD;44;2017;48189
GRÜNE;44;2017;9266
DIE LINKE;44;2017;7901
FDP;44;2017;8830
AfD;44;2017;16199
PIRATEN;44;2017;0
NPD;44;2017;0
Tierschutzpartei;44;2017;0
FREIE WÄHLER;44;2017;1756
MLPD;44;2017;0
BGE;44;2017;0
DiB;44;2017;0
DKP;44;2017;0
DM;44;2017;0
ÖDP;44;2017;0
Die PARTEI;44;2017;0
V-Partei³;44;2017;0
CDU;45;2017;60345
SPD;45;2017;63294
GRÜNE;45;2017;9342
DIE LINKE;45;2017;8827
FDP;45;2017;8062
AfD;45;2017;16501
PIRATEN;45;2017;0
NPD;45;2017;0
Tierschutzpartei;45;2017;0
FREIE WÄHLER;45;2017;0
MLPD;45;2017;277
BGE;45;2017;0
DiB;45;2017;0
DKP;45;2017;0
DM;45;2017;0
ÖDP;45;2017;0
Die PARTEI;45;2017;0
V-Partei³;45;2017;0
Bündnis C;45;2017;725
CDU;46;2017;46181
SPD;46;2017;54130
GRÜNE;46;2017;7511
DIE LINKE;46;2017;8220
FDP;46;2017;8034
AfD;46;2017;13143
PIRATEN;46;2017;1250
NPD;46;2017;0
Tierschutzpartei;46;2017;0
FREIE WÄHLER;46;2017;0
MLPD;46;2017;0
BGE;46;2017;0
DiB;46;2017;0
DKP;46;2017;0
DM;46;2017;0
ÖDP;46;2017;0
Die PARTEI;46;2017;0
V-Partei³;46;2017;0
CDU;47;2017;65815
SPD;47;2017;69104
GRÜNE;47;2017;10693
DIE LINKE;47;2017;10124
FDP;47;2017;10092
AfD;47;2017;17570
PIRATEN;47;2017;1677
NPD;47;2017;0
Tierschutzpartei;47;2017;0
FREIE WÄHLER;47;2017;1691
MLPD;47;2017;0
BGE;47;2017;0
DiB;47;2017;0
DKP;47;2017;0
DM;47;2017;0
ÖDP;47;2017;0
Die PARTEI;47;2017;0
V-Partei³;47;2017;0
CDU;48;2017;60457
SPD;48;2017;62448
GRÜNE;48;2017;12691
DIE LINKE;48;2017;8502
FDP;48;2017;9330
AfD;48;2017;14433
PIRATEN;48;2017;0
NPD;48;2017;0
Tierschutzpartei;48;2017;0
FREIE WÄHLER;48;2017;0
MLPD;48;2017;0
BGE;48;2017;0
DiB;48;2017;0
DKP;48;2017;0
DM;48;2017;0
ÖDP;48;2017;0
Die PARTEI;48;2017;0
V-Partei³;48;2017;0
CDU;49;2017;45310
SPD;49;2017;66587
GRÜNE;49;2017;6680
DIE LINKE;49;2017;9290
FDP;49;2017;7268
AfD;49;2017;18564
PIRATEN;49;2017;1335
NPD;49;2017;0
Tierschutzpartei;49;2017;0
FREIE WÄHLER;49;2017;0
MLPD;49;2017;0
BGE;49;2017;0
DiB;49;2017;0
DKP;49;2017;0
DM;49;2017;0
ÖDP;49;2017;0
Die PARTEI;49;2017;0
V-Partei³;49;2017;0
EB: Jagau;49;2017;283
EB: Salveter;49;2017;162
CDU;50;2017;45881
SPD;50;2017;55641
GRÜNE;50;2017;11761
DIE LINKE;50;2017;11145
FDP;50;2017;7877
AfD;50;2017;11377
PIRATEN;50;2017;0
NPD;50;2017;0
Tierschutzpartei;50;2017;0
FREIE WÄHLER;50;2017;0
MLPD;50;2017;344
BGE;50;2017;0
DiB;50;2017;0
DKP;50;2017;0
DM;50;2017;0
ÖDP;50;2017;0
Die PARTEI;50;2017;0
V-Partei³;50;2017;0
EB: Rosenbaum;50;2017;2324
CDU;51;2017;47416
SPD;51;2017;51646
GRÜNE;51;2017;6096
DIE LINKE;51;2017;8128
FDP;51;2017;7791
AfD;51;2017;13857
PIRATEN;51;2017;0
NPD;51;2017;0
Tierschutzpartei;51;2017;0
FREIE WÄHLER;51;2017;0
MLPD;51;2017;152
BGE;51;2017;0
DiB;51;2017;0
DKP;51;2017;0
DM;51;2017;0
ÖDP;51;2017;0
Die PARTEI;51;2017;0
V-Partei³;51;2017;0
EB: Hönig;51;2017;746
CDU;52;2017;59391
SPD;52;2017;51953
GRÜNE;52;2017;8128
DIE LINKE;52;2017;8525
FDP;52;2017;7438
AfD;52;2017;13937
PIRATEN;52;2017;0
NPD;52;2017;0
Tierschutzpartei;52;2017;0
FREIE WÄHLER;52;2017;0
MLPD;52;2017;0
BGE;52;2017;0
DiB;52;2017;0
DKP;52;2017;0
DM;52;2017;0
ÖDP;52;2017;0
Die PARTEI;52;2017;0
V-Partei³;52;2017;0
CDU;53;2017;56250
SPD;53;2017;59032
GRÜNE;53;2017;19131
DIE LINKE;53;2017;9905
FDP;53;2017;7734
AfD;53;2017;11870
PIRATEN;53;2017;1400
NPD;53;2017;0
Tierschutzpartei;53;2017;0
FREIE WÄHLER;53;2017;1458
MLPD;53;2017;169
BGE;53;2017;0
DiB;53;2017;0
DKP;53;2017;0
DM;53;2017;0
ÖDP;53;2017;0
Die PARTEI;53;2017;2159
V-Partei³;53;2017;0
SPD;54;2017;55656
CDU;54;2017;44912
GRÜNE;54;2017;22117
DIE LINKE;54;2017;22666
AfD;54;2017;14290
FDP;54;2017;20702
PIRATEN;54;2017;0
NPD;54;2017;0
Die PARTEI;54;2017;4744
FREIE WÄHLER;54;2017;0
MLPD;54;2017;350
BGE;54;2017;0
DKP;54;2017;0
DM;54;2017;0
MENSCHLICHE WELT;54;2017;0
V-Partei³;54;2017;0
Tierschutzpartei;54;2017;0
SPD;55;2017;49463
CDU;55;2017;36363
GRÜNE;55;2017;11269
DIE LINKE;55;2017;16739
AfD;55;2017;16645
FDP;55;2017;9755
PIRATEN;55;2017;0
NPD;55;2017;487
Die PARTEI;55;2017;3009
FREIE WÄHLER;55;2017;939
MLPD;55;2017;150
BGE;55;2017;0
DKP;55;2017;0
DM;55;2017;0
MENSCHLICHE WELT;55;2017;787
V-Partei³;55;2017;0
Tierschutzpartei;55;2017;0
CDU;56;2017;36481
SPD;56;2017;28061
DIE LINKE;56;2017;20849
AfD;56;2017;21296
GRÜNE;56;2017;3547
NPD;56;2017;0
FDP;56;2017;4226
FREIE WÄHLER;56;2017;1461
MLPD;56;2017;374
BGE;56;2017;0
DKP;56;2017;0
DM;56;2017;0
ÖDP;56;2017;0
Die PARTEI;56;2017;1502
Tierschutzpartei;56;2017;0
EB: Borchert;56;2017;618
PIRATEN;56;2017;0
CDU;57;2017;39102
SPD;57;2017;24843
DIE LINKE;57;2017;23589
AfD;57;2017;25804
GRÜNE;57;2017;4714
NPD;57;2017;0
FDP;57;2017;4859
FREIE WÄHLER;57;2017;2361
MLPD;57;2017;0
BGE;57;2017;0
DKP;57;2017;441
DM;57;2017;0
ÖDP;57;2017;0
Die PARTEI;57;2017;2163
Tierschutzpartei;57;2017;0
PIRATEN;57;2017;0
CDU;58;2017;54455
SPD;58;2017;41423
DIE LINKE;58;2017;26839
AfD;58;2017;32762
GRÜNE;58;2017;9685
NPD;58;2017;0
FDP;58;2017;9514
FREIE WÄHLER;58;2017;2684
MLPD;58;2017;0
BGE;58;2017;0
DKP;58;2017;403
DM;58;2017;0
ÖDP;58;2017;0
Die PARTEI;58;2017;3351
Tierschutzpartei;58;2017;0
PIRATEN;58;2017;1174
CDU;59;2017;47594
SPD;59;2017;26526
DIE LINKE;59;2017;37721
AfD;59;2017;33915
GRÜNE;59;2017;8972
NPD;59;2017;0
FDP;59;2017;7111
FREIE WÄHLER;59;2017;4617
MLPD;59;2017;0
BGE;59;2017;0
DKP;59;2017;1149
DM;59;2017;0
ÖDP;59;2017;0
Die PARTEI;59;2017;0
Tierschutzpartei;59;2017;0
PIRATEN;59;2017;0
CDU;60;2017;39991
SPD;60;2017;31548
DIE LINKE;60;2017;19038
AfD;60;2017;21312
GRÜNE;60;2017;4293
NPD;60;2017;0
FDP;60;2017;5763
FREIE WÄHLER;60;2017;2559
MLPD;60;2017;0
BGE;60;2017;0
DKP;60;2017;566
DM;60;2017;0
ÖDP;60;2017;0
Die PARTEI;60;2017;0
Tierschutzpartei;60;2017;0
PIRATEN;60;2017;728
CDU;61;2017;48095
SPD;61;2017;50588
DIE LINKE;61;2017;31840
AfD;61;2017;23890
GRÜNE;61;2017;15549
NPD;61;2017;0
FDP;61;2017;14425
FREIE WÄHLER;61;2017;2484
MLPD;61;2017;0
BGE;61;2017;0
DKP;61;2017;551
DM;61;2017;0
ÖDP;61;2017;0
Die PARTEI;61;2017;4575
Tierschutzpartei;61;2017;0
EB: Müller;61;2017;472
PIRATEN;61;2017;1041
CDU;62;2017;56607
SPD;62;2017;36148
DIE LINKE;62;2017;30278
AfD;62;2017;37358
GRÜNE;62;2017;8127
NPD;62;2017;0
FDP;62;2017;8910
FREIE WÄHLER;62;2017;5032
